run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.457416090031759e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.48168641106305204,0.36795114434412335,0.36795114434412335,1.1190196024638896e-09,1.1190196024638896e-09,0.010486876521793182,2.4026575173863307e-10,2.4026575173863307e-10,7.307005023058216e-19,7.307005023058216e-19,6.847749516828219e-12,True,brentq,17,1.0,1.0670666333663907e-07,1.0670666333663907e-07,0.489007714565293,-0.24782069764547085,0.6209813018052923,-0.23037284390338353,2.684636247631504,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,9.457416090031758,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.457416090031759e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5245541630273193,1.0712410167595452,1.0712410167595452,3.2578773436186613e-09,3.2578773436186613e-09,0.030531151867626886,2.318145675417327e-13,2.318145675417327e-13,7.049986097428243e-22,7.049986097428243e-22,6.606884590877786e-15,True,brentq,16,1.0,1.0670666333663907e-07,1.0670666333663907e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,9.457416090031758,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2252637369243167e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.47754114434746475,0.41605024914024363,0.41605024914024363,1.2652994604155888e-09,1.2652994604155888e-09,0.01155504733872348,2.8699265186560297e-14,2.8699265186560297e-14,8.728071868703068e-23,8.728071868703068e-23,7.970704704601653e-16,True,brentq,18,1.0,1.0950188461585048e-07,1.0950188461585048e-07,0.49183665647164015,-0.24996173280571612,0.6209795623532783,-0.23037184016003845,2.5873229267396862,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,12.252637369243168,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2252637369243167e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5169114115906175,1.195952053298135,1.195952053298135,3.637150778897763e-09,3.637150778897763e-09,0.033215417174393386,1.1017187162565278e-11,1.1017187162565278e-11,3.3505666685449915e-20,3.3505666685449915e-20,3.0598255731390344e-13,True,brentq,12,1.0,1.0950188461585048e-07,1.0950188461585048e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,12.252637369243168,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.5874010519681984e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4733458880827444,0.4711399601868774,0.4711399601868774,1.4328392751514286e-09,1.4328392751514286e-09,0.012666177614082242,-2.0444756998472258e-13,-2.0444756998472258e-13,-6.217696072037408e-22,-6.217696072037408e-22,-5.496390569729755e-15,True,brentq,18,1.0,1.131232577662893e-07,1.131232577662893e-07,0.49404892352032725,-0.2516314262470044,0.6209767082536282,-0.23037064497583185,2.487586771763203,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,15.874010519681985,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.5874010519681984e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5092686601535253,1.3351816177686566,1.3351816177686566,4.06057822104566e-09,4.06057822104566e-09,0.035895166928756106,6.650013872899763e-12,6.650013872899763e-12,2.0224141152478777e-20,2.0224141152478777e-20,1.787796917435096e-13,True,brentq,12,1.0,1.131232577662893e-07,1.131232577662893e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,15.874010519681985,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0565711885957795e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4691076022699136,0.5342179297075869,0.5342179297075869,1.6246731244607247e-09,1.6246731244607247e-09,0.013790041064587106,-7.882583474838611e-15,-7.882583474838611e-15,-2.3972653875354655e-23,-2.3972653875354655e-23,-2.0347716497003307e-16,True,brentq,18,1.0,1.1781495913256511e-07,1.1781495913256511e-07,0.495778814067935,-0.2529287577767581,0.6209729726560678,-0.23036988918311918,2.38349034557287,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,20.565711885957796,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0565711885957795e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5016259087167346,1.4906199186844726,1.4906199186844726,4.5332999624293594e-09,4.5332999624293594e-09,0.03847813550848412,1.6342482922482304e-11,1.6342482922482304e-11,4.970105141481979e-20,4.970105141481979e-20,4.2185688286744884e-13,True,brentq,12,1.0,1.1781495913256511e-07,1.1781495913256511e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,20.565711885957796,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.66440862472541e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46483611324171903,0.6063383991934352,0.6063383991934352,1.8440071864254434e-09,1.8440071864254434e-09,0.014883828971449936,3.6637359812630166e-15,3.6637359812630166e-15,1.1142219406854981e-23,1.1142219406854981e-23,8.99339705586907e-17,True,brentq,18,1.0,1.2389333349386142e-07,1.2389333349386142e-07,0.497109141602045,-0.25392622798535097,0.6209713322578514,-0.230370155914431,2.280591156903549,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,26.6440862472541,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.66440862472541e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49398315728115477,1.6641539341625957,1.6641539341625957,5.061054714654505e-09,5.061054714654505e-09,0.040850097191914424,9.647016518954388e-11,9.647016518954388e-11,2.9338679213093547e-19,2.9338679213093547e-19,2.36805955459639e-12,True,brentq,12,1.0,1.2389333349386142e-07,1.2389333349386142e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,26.6440862472541,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.451897682354666e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46053945031099514,0.6887186108647159,0.6887186108647159,2.0945433598612088e-09,2.0945433598612088e-09,0.01589566357626604,-6.950295894370129e-11,-6.950295894370129e-11,-2.113736420792486e-19,-2.113736420792486e-19,-1.6041321310266148e-12,True,brentq,11,1.0,1.3176822407015398e-07,1.3176822407015398e-07,0.49813744019403977,-0.25469768583093055,0.6209661343400584,-0.23036925715539555,2.179245706953882,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,34.51897682354666,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.451897682354666e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4863404058557685,1.8578903196078616,1.8578903196078616,5.65024927582428e-09,5.65024927582428e-09,0.042880211186697506,8.366902726208991e-10,8.366902726208991e-10,2.5445574246617924e-18,2.5445574246617924e-18,1.9310857701983285e-11,True,brentq,12,1.0,1.3176822407015398e-07,1.3176822407015398e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,34.51897682354666,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.4721359549995796e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4562211108618035,0.7827552925353958,0.7827552925353958,2.380529398381945e-09,2.380529398381945e-09,0.016767762370646592,-3.734679232536564e-10,-3.734679232536564e-10,-1.1357973291733173e-18,-1.1357973291733173e-18,-8.00022874312666e-12,True,brentq,16,1.0,1.4197060679660311e-07,1.4197060679660311e-07,0.49890473274865144,-0.25528231098078946,0.6209566339963333,-0.23036511677241236,2.069863942680332,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,44.721359549995796,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.4721359549995796e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4786976544055094,2.074180979993165,2.074180979993165,6.308036301415521e-09,6.308036301415521e-09,0.04443198802730237,1.2878587085651816e-14,1.2878587085651816e-14,3.9166589430156905e-23,3.9166589430156905e-23,2.758781575560191e-16,True,brentq,13,1.0,1.4197060679660311e-07,1.4197060679660311e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,44.721359549995796,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.793914490060236e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4518852175293796,0.8900637960663221,0.8900637960663221,2.70687793896392e-09,2.70687793896392e-09,0.017442528410219052,4.8311243894261224e-11,4.8311243894261224e-11,1.4692501917192539e-19,1.4692501917192539e-19,9.46752634904254e-13,True,brentq,15,1.0,1.5518839214720966e-07,1.5518839214720966e-07,0.49947192608279767,-0.25572260779382805,0.6209349991244967,-0.23035402948364253,1.9653205665341709,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,57.93914490060236,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.793914490060236e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4710549029685476,2.3156516256500046,2.3156516256500046,7.042401148659761e-09,7.042401148659761e-09,0.045379690138031926,4.46753745109163e-13,4.46753745109163e-13,1.3586754816116497e-21,1.3586754816116497e-21,8.755007142047249e-15,True,brentq,13,1.0,1.5518839214720966e-07,1.5518839214720966e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,57.93914490060236,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.506356125108705e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44753632822828965,1.0125652736991915,1.0125652736991915,3.079431624172106e-09,3.079431624172106e-09,0.017871170756370736,2.426812084621588e-10,2.426812084621588e-10,7.380464325035561e-19,7.380464325035561e-19,4.283178011769401e-12,True,brentq,16,1.0,1.7231280849769436e-07,1.7231280849769436e-07,0.4999392605206233,-0.25607419755286864,0.6209168840469022,-0.2303471846616844,1.8675163312732792,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,75.06356125108705,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.506356125108705e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46341215153157467,2.5852336431086247,2.5852336431086247,7.862258802712404e-09,7.862258802712404e-09,0.04562782576210871,7.993605777301127e-15,7.993605777301127e-15,2.4310296887683594e-23,2.4310296887683594e-23,1.410823553955879e-16,True,brentq,15,1.0,1.7231280849769436e-07,1.7231280849769436e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,75.06356125108705,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.724924724660731e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4431782339656165,1.1523734120388973,1.1523734120388973,3.504618635521084e-09,3.504618635521084e-09,0.018018744282071283,-4.963807143099075e-12,-4.963807143099075e-12,-1.5096019081226855e-20,-1.5096019081226855e-20,-7.761509476235818e-14,True,brentq,18,1.0,1.9449849449321462e-07,1.9449849449321462e-07,0.500325651989699,-0.25635467337829365,0.6209031307410531,-0.23034675270523663,1.7675795311515294,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,97.24924724660731,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.724924724660731e-08,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4557694000946099,2.88619968367897,2.88619968367897,8.77756210928177e-09,8.77756210928177e-09,0.045129203350147216,2.5224267119483557e-13,2.5224267119483557e-13,7.6712492401134895e-22,7.6712492401134895e-22,3.944117541938667e-15,True,brentq,15,1.0,1.9449849449321462e-07,1.9449849449321462e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,97.24924724660731,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.259921049894874e-07,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.438811503980841,1.3116877288444049,1.3116877288444049,3.98912818576663e-09,3.98912818576663e-09,0.01786912749725608,2.819855460245435e-11,2.819855460245435e-11,8.575794870142717e-20,8.575794870142717e-20,3.8414902903263017e-13,True,brentq,17,1.0,2.2324135223609472e-07,2.2324135223609472e-07,0.5006026132601863,-0.2565628373350267,0.6208737275560793,-0.23033717309798898,1.6562374431079547,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,125.99210498948742,97.24924724660731,,
