x_nm,segment_id,material,phi_tilde_with,phi_tilde_no,phi_rp_with_V,phi_rp_no_V,c_R1_with,c_O2_with,c_R1_no,c_O2_no,eta_au_with_V,eta_pd_with_V,eta_au_no_V,eta_pd_no_V,j_au_with,j_pd_with,j_au_no,j_pd_no
0.11527377521613834,C_left,C,1.5198832321440356,0.0,0.039028036888941936,0.0,4.571691337378456,0.21873742696142512,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.11887608069164267,C_left,C,1.5198108869085658,0.0,0.03902617918536383,0.0,4.5713606092556045,0.2187532521445161,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.12247838616714697,C_left,C,1.5197291713711039,0.0,0.03902408086824116,0.0,4.5709870733285385,0.2187711284144612,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.12608069164265132,C_left,C,1.5196478747449085,0.0,0.039021993308052984,0.0,4.570615482605835,0.21878891449207452,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.12968299711815562,C_left,C,1.5195760659037347,0.0,0.03902014937817534,0.0,4.570287283788508,0.21880462603459294,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.13328530259365995,C_left,C,1.519518882122231,0.0,0.03901868099515303,0.0,4.570025944951305,0.21881713846827083,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.13688760806916425,C_left,C,1.5194757097218154,0.0,0.03901757240075553,0.0,4.569828650220175,0.21882658553331533,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.14048991354466858,C_left,C,1.519440400901189,0.0,0.03901666572981874,0.0,4.569667297808669,0.21883431217838079,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.1440922190201729,C_left,C,1.5194034501036064,0.0,0.03901571689568423,0.0,4.569498448076913,0.21884239843015002,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.14769452449567724,C_left,C,1.5193553594400235,0.0,0.039014482008587224,0.0,4.5692787031481865,0.21885292295937436,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.15129682997118157,C_left,C,1.5192900016192628,0.0,0.03901280373002892,0.0,4.568980074808655,0.21886722717692728,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.15489913544668588,C_left,C,1.5192067896385755,0.0,0.03901066698676919,0.0,4.568599896744813,0.21888544031017312,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.1585014409221902,C_left,C,1.5191108849079082,0.0,0.03900820431510656,0.0,4.568161767411864,0.21890643346602845,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.16210374639769454,C_left,C,1.5190113699753098,0.0,0.03900564893954986,0.0,4.56770718972049,0.2189282190089756,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.16570605187319887,C_left,C,1.5189180327084095,0.0,0.039003252196024664,0.0,4.567280872311361,0.21894865412424933,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
