C_H_F_per_m2,c_ion_M,g,lambda_D_nm,phi_RP_V
0.37564102110882297,0.0001,16.43622819457372,30.41217889017721,-0.18852962935744083
0.3854306050633385,0.0001,16.864572882093192,30.41217889017721,-0.18880465817346948
0.3954753154513823,0.0001,17.304080664280974,30.41217889017721,-0.1890734747257596
0.40578180112518264,0.0001,17.75504246264541,30.41217889017721,-0.1893362011630556
0.4163568842127632,0.0001,18.217756780402777,30.41217889017721,-0.18959295810195964
0.42720756463368703,0.0001,18.692529900064358,30.41217889017721,-0.1898438646017063
0.43834102473248177,0.0001,19.17967608617261,30.41217889017721,-0.1900890381418439
0.4497646340328189,0.0001,19.67951779332099,30.41217889017721,-0.19032859460269444
0.46148595411559196,0.0001,20.192385879595,30.41217889017721,-0.19056264824846503
0.47351274362411955,0.0001,20.718619825575566,30.41217889017721,-0.1907913117128887
0.4858529633997931,0.0001,21.258567959050062,30.41217889017721,-0.19101469598727336
0.49851478175156044,0.0001,21.812587685579338,30.41217889017721,-0.1912329104108418
0.511506579862742,0.0001,22.38104572507378,30.41217889017721,-0.19144606266324857
0.5248369573387488,0.0001,22.964318354534505,30.41217889017721,-0.19165425875916237
0.538514737899386,0.0001,23.562791657120936,30.41217889017721,-0.1918576030448062
0.5525489752194968,0.0001,24.176861777709068,30.41217889017721,-0.19205619819635042
0.5669489589218242,0.0001,24.80693518510998,30.41217889017721,-0.1922501452200571
0.581724220726052,0.0001,25.45342894112207,30.41217889017721,-0.19243954345407754
0.5968845407580937,0.0001,26.11677097659486,30.41217889017721,-0.19262449057180792
0.612439954023811,0.0001,26.79740037468757,30.41217889017721,-0.19280508258671117
0.6284007570514407,0.0001,27.495767661509436,30.41217889017721,-0.19298141385851658
0.6447775147071335,0.0001,28.212335104334645,30.41217889017721,-0.19315357710071165
0.6615810671881087,0.0001,28.947577017588824,30.41217889017721,-0.1933216633892439
0.6788225371980618,0.0001,29.70198007681007,30.41217889017721,-0.19348576217235364
0.6965133373095664,0.0001,30.476043640791925,30.41217889017721,-0.19364596128146144
0.7146651775183499,0.0001,31.270280082121833,30.41217889017721,-0.1938023469430374
0.7332900729944428,0.0001,32.0852151263338,30.41217889017721,-0.19395500379138192
0.7524003520353256,0.0001,32.92138819989952,30.41217889017721,-0.19410401488225076
0.7720086642263496,0.0001,33.77935278728878,30.41217889017721,-0.19424946170726048
0.7921279888138195,0.0001,34.65967679733494,30.41217889017721,-0.19439142420901165
0.8127716432962939,0.0001,35.56294293914853,30.41217889017721,-0.1945299807968724
0.8339532922397765,0.0001,36.48974910782725,30.41217889017721,-0.19466520836336446
0.8556869563226478,0.0001,37.44070878021829,30.41217889017721,-0.19479718230109944
0.8779870216163093,0.0001,38.416451420994285,30.41217889017721,-0.19492597652021318
0.9008682491076958,0.0001,39.41762289931223,30.41217889017721,-0.19505166346624989
0.924345784469954,0.0001,40.44488591633097,30.41217889017721,-0.19517431413844974
0.9484351680877496,0.0001,41.49892044386999,30.41217889017721,-0.19529399810839548
0.973152345343852,0.0001,42.58042417450044,30.41217889017721,-0.19541078353897653
0.9985136771737887,0.0001,43.69011298336562,30.41217889017721,-0.1955247372036306
1.0245359508955743,0.0001,44.82872140203728,30.41217889017721,-0.19563592450582507
1.0512363913216634,0.0001,45.99700310472089,30.41217889017721,-0.1957444094987429
1.0786326721605017,0.0001,47.195731407132044,30.41217889017721,-0.19585025490513863
